name,address,flavors
CVS PHARMACY,"351 CALIFORNIA ST, SAN FRANCISCO, CA 94104","Chubby Hubby®, Cherry Garcia®, Chocolate Chip Cookie Dough, Coffee HEATH® Bar Crunch"
SAFEWAY,"122 ROBLES WAY, VALLEJO, CA 94591","Crème Brûlée, What a Cluster, Coffee, Coffee BuzzBuzzBuzz!, Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Late Night Snack, Strawberry Cheesecake, Vanilla Caramel Fudge, Chocolate Fudge Brownie™, Phish Food®, Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, S'mores, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, AmeriCone Dream™"
SAFEWAY,"4100 REDWOOD RD, OAKLAND, CA 94619","Karamel Sutra®, Mint Chocolate Cookie, Strawberry Cheesecake, Vanilla, Vanilla Caramel Fudge, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Phish Food®, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, AmeriCone Dream™, Vanilla HEATH® Bar Crunch, Raspberry Fudge Chunk"
WALGREENS,"301 E 18TH ST, OAKLAND, CA 94606","Milk & Cookies, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Cherry Garcia®, New York Super Fudge Chunk®, Phish Food®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®"
WALGREENS,"1333 BROADWAY, OAKLAND, CA 94612","Milk & Cookies, Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, New York Super Fudge Chunk®, Peanut Butter Cup™, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®"
WALGREENS,"3250 LAKESHORE AVE STE B, OAKLAND, CA 94610","Milk & Cookies, Pistachio Pistachio®, Red Velvet Cake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, AmeriCone Dream™"
WALGREENS,"3434 HIGH ST, OAKLAND, CA 94619","Milk & Cookies, Red Velvet Cake, Triple Caramel Chunk, Pistachio Pistachio®, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
SAFEWAY,"1500 SOLANO AVE, ALBANY, CA 94706","Mud Pie, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
PAK N SAVE,"2255 GELLERT BLVD, SOUTH SAN FRANCISCO, CA 94080","Peanut Brittle, Chubby Hubby®, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, S'mores, Strawberry Cheesecake, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Raspberry Fudge Chunk, Strawberry Shortcake, Triple Caramel Chunk, Banana Peanut Butter, Blueberry Vanilla Graham, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, Cherry Garcia®, Chunky Monkey®, AmeriCone Dream™, Chocolate Chip Cookie Dough, Coffee HEATH® Bar Crunch"
SAFEWAY,"2100 RALSTON AVE, BELMONT, CA 94002","Peanut Brittle, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Mint Chocolate Cookie, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Strawberry Shortcake, Vanilla Honey Caramel, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
SAFEWAY,"70 CABRILLO HWY N, HALF MOON BAY, CA 94019","Peanut Brittle, Phish Food®, Boston Cream Pie, Imagine Whirled Peace™, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Raspberry Fudge Chunk"
MAXX VALUE FOODS,"4055 MACARTHUR BLVD, OAKLAND, CA 94619","Vanilla HEATH® Bar Crunch, Cherry Garcia®, Chocolate Fudge Brownie™, Coffee HEATH® Bar Crunch"
SAFEWAY,"707 CONTRA COSTA BLVD, PLEASANT HILL, CA 94523","What a Cluster, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™"
SAFEWAY,"39100 ARGONAUT WAY, FREMONT, CA 94538","What a Cluster, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
SAFEWAY,"3902 WASHINGTON BLVD, FREMONT, CA 94538","What a Cluster, Liz Lemon, Pineapple Passionfruit, Banana Split, Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Raspberry Fudge Chunk, Strawberry Shortcake, Phish Food®, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™, Strawberry Cheesecake, Blueberry Vanilla Graham"
SAFEWAY,"1444 SHATTUCK PLACE, BERKELEY, CA 94709","Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
SAFEWAY,"699 LEWELLING, SAN LEANDRO, CA 94579","Pineapple Passionfruit, Boston Cream Pie, Chubby Hubby®, Imagine Whirled Peace™, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Cinnamon Buns, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla Caramel Fudge, Peach Cobbler™, Chocolate Fudge Brownie™, Mint Chocolate Cookie, Vanilla, Chocolate Peppermint Crunch, Chocolate Therapy®, Pistachio Pistachio®, Vanilla HEATH® Bar Crunch, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, New York Super Fudge Chunk®, Peanut Butter Cup™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, AmeriCone Dream™"
WALMART,"1919 DAVIS ST, SAN LEANDRO, CA 94577",Everything But The...®
WALGREENS,"8102 E 14TH ST, OAKLAND, CA 94621","Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Cherry Garcia®, Raspberry Fudge Chunk, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™"
PAK N SAVE,"555 FLORESTA BLVD, SAN LEANDRO, CA 94578","Vanilla Caramel Fudge, Mint Chocolate Cookie, New York Super Fudge Chunk®, Pistachio Pistachio®, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
LUCKY,"1000 EL CERRITO PLZ, EL CERRITO, CA 94530","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
TARGET,"1057 EASTSHORE HWY, ALBANY, CA 94710","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Cherry Garcia®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
SAFEWAY,"11450 SAN PABLO AVE, EL CERRITO, CA 94530","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Phish Food®, Cherry Garcia®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™, Chocolate Chip Cookie Dough, Chunky Monkey®"
TARGET,"4500 MACDONALD AVE, RICHMOND, CA 94805","Liz Lemon, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Chocolate Therapy®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Red Velvet Cake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®, AmeriCone Dream™"
SAFEWAY,"2 CAMINO SOBRANTE, ORINDA, CA 94563","Coffee, Coffee BuzzBuzzBuzz!, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Mint Chocolate Cookie, S'mores, Strawberry Cheesecake, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Banana Peanut Butter, Phish Food®, Liz Lemon, Pineapple Passionfruit, Chocolate Peppermint Crunch, Vanilla Honey Caramel, Chocolate Therapy®, Half Baked®, Blueberry Vanilla Graham, Strawberry Shortcake, Milk & Cookies, Triple Caramel Chunk, Raspberry Fudge Chunk, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, AmeriCone Dream™"
FOODS CO,"1250 MACDONALD AVE, RICHMOND, CA 94801","Pineapple Passionfruit, Banana Split, Strawberry Cheesecake, Pistachio Pistachio®, Red Velvet Cake, Raspberry Fudge Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®"
SAFEWAY,"1421 TARA HILLS DR, PINOLE, CA 94564","Boston Cream Pie, Imagine Whirled Peace™, Vanilla Caramel Fudge, Cinnamon Buns, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Late Night Snack, Mint Chocolate Cookie, S'mores, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, AmeriCone Dream™, Raspberry Fudge Chunk"
CVS PHARMACY,"1382 SOLANO AVE, ALBANY, CA 94706","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®"
WALGREENS,"1050 GILMAN ST, BERKELEY, CA 94710","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Milk & Cookies, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™"
CVS PHARMACY,"670 EL CERRITO PLZ, EL CERRITO, CA 94530","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"1451 SHATTUCK AVE, BERKELEY, CA 94709","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"1607 SHATTUCK AVE, BERKELEY, CA 94709","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, Peanut Butter Cup™"
WALGREENS,"2190 SHATTUCK AVE, BERKELEY, CA 94704","Cherry Garcia®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Milk & Cookies, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Triple Caramel Chunk, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™"
CVS PHARMACY,"2300 SHATTUCK AVE, BERKELEY, CA 94704","Cherry Garcia®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, Phish Food®"
CVS PHARMACY,"10650 SAN PABLO AVE, EL CERRITO, CA 94530","Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®"
SAFEWAY,"350 BAY ST, SAN FRANCISCO, CA 94133","Chubby Hubby®, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Mint Chocolate Cookie, Pistachio Pistachio®, S'mores, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, New York Super Fudge Chunk®, Chocolate Chip Cookie Dough, Peanut Butter Cup™, AmeriCone Dream™, Cherry Garcia®, Phish Food®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch"
WALGREENS,"2801 ADELINE ST, BERKELEY, CA 94703","Milk & Cookies, Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"2310 TELEGRAPH AVE, BERKELEY, CA 94704","Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Cherry Garcia®, Raspberry Fudge Chunk, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®"
WALGREENS,"5055 TELEGRAPH AVE, OAKLAND, CA 94609","Pistachio Pistachio®, Triple Caramel Chunk, Red Velvet Cake, Coffee HEATH® Bar Crunch, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®"
WALGREENS,"2995 SAN PABLO AVE, BERKELEY, CA 94702","Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"11565 SAN PABLO AVE, EL CERRITO, CA 94530","Red Velvet Cake, Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
FOOD MAXX,"13220 SAN PABLO AVE, SAN PABLO, CA 94806","Vanilla HEATH® Bar Crunch, Raspberry Fudge Chunk, Strawberry Shortcake, Pistachio Pistachio®, Cherry Garcia®, New York Super Fudge Chunk®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®"
SAFEWAY,"1355 MORAGA WAY, MORAGA, CA 94556","Chubby Hubby®, Phish Food®, Boston Cream Pie, Imagine Whirled Peace™, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Chocolate Nougat Crunch, Cinnamon Buns, Late Night Snack, Vanilla Caramel Fudge, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Everything But The...®, Karamel Sutra®, Milk & Cookies, Mint Chocolate Cookie, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Chocolate Fudge Brownie™, Strawberry Shortcake, Vanilla Honey Caramel, Chocolate Therapy®, Red Velvet Cake, Vanilla, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Vanilla HEATH® Bar Crunch, Pistachio Pistachio®, Raspberry Fudge Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™"
CVS PHARMACY,"5100 BROADWAY, OAKLAND, CA 94611","Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"175 41ST ST, OAKLAND, CA 94611","Peanut Butter Cup™, Phish Food®, Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®"
WALGREENS,"3400 TELEGRAPH AVE, OAKLAND, CA 94609","Red Velvet Cake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
SAFEWAY,"3540 MT DIABLO BLVD, LAFAYETTE, CA 94549","Chubby Hubby®, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Strawberry Shortcake, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
LUCKY,"1530 FITZGERALD DR, PINOLE, CA 94564","Coffee, Coffee BuzzBuzzBuzz!, Cheesecake Brownie, Chocolate Nougat Crunch, Everything But The...®, Karamel Sutra®, Late Night Snack, Mint Chocolate Cookie, S'mores, Strawberry Cheesecake, Vanilla, Peach Cobbler™, Chocolate Fudge Brownie™, Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Chocolate Therapy®, Milk & Cookies, Triple Caramel Chunk, Vanilla HEATH® Bar Crunch, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, AmeriCone Dream™, Raspberry Fudge Chunk"
